insert_time,exchange_name,currency_name,price
1.51E+12,GDAX,BTC-USD,17597
1.51E+12,GDAX,BTC-USD,17596.99
1.51E+12,GDAX,BTC-USD,17597
1.51E+12,GDAX,BTC-USD,17597
1.51E+12,GDAX,BTC-USD,17597
1.51E+12,GDAX,BTC-USD,17597
1.51E+12,GDAX,BTC-USD,17597
1.51E+12,GDAX,BTC-USD,17597
1.51E+12,GDAX,BTC-USD,17597
1.51E+12,GDAX,BTC-USD,17597
1.51E+12,GDAX,BTC-USD,17597
1.51E+12,GDAX,BTC-USD,17597
1.51E+12,GDAX,BTC-USD,17597
1.51E+12,GDAX,BTC-USD,17597
1.51E+12,GDAX,BTC-USD,17597
1.51E+12,GDAX,BTC-USD,17596.73
1.51E+12,GDAX,BTC-USD,17596
1.51E+12,GDAX,BTC-USD,17596
1.51E+12,GDAX,BTC-USD,17595.23
1.51E+12,GDAX,BTC-USD,17594.99
1.51E+12,GDAX,BTC-USD,17595
1.51E+12,GDAX,BTC-USD,17595
1.51E+12,GDAX,BTC-USD,17589.94
1.51E+12,GDAX,BTC-USD,17589.94
1.51E+12,GDAX,BTC-USD,17589.94
1.51E+12,GDAX,BTC-USD,17587
1.51E+12,GDAX,BTC-USD,17579.99
1.51E+12,GDAX,BTC-USD,17580
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17574.99
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17574.99
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17574.99
1.51E+12,GDAX,BTC-USD,17574.99
1.51E+12,GDAX,BTC-USD,17574.98
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17574.99
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17574.99
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17574.99
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17574.99
1.51E+12,GDAX,BTC-USD,17574.99
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17574.61
1.51E+12,GDAX,BTC-USD,17574.61
1.51E+12,GDAX,BTC-USD,17574.61
1.51E+12,GDAX,BTC-USD,17553
1.51E+12,GDAX,BTC-USD,17553
1.51E+12,GDAX,BTC-USD,17553
1.51E+12,GDAX,BTC-USD,17553
1.51E+12,GDAX,BTC-USD,17553
1.51E+12,GDAX,BTC-USD,17553
1.51E+12,GDAX,BTC-USD,17552.5
1.51E+12,GDAX,BTC-USD,17552.5
1.51E+12,GDAX,BTC-USD,17552.49
1.51E+12,GDAX,BTC-USD,17552.5
1.51E+12,GDAX,BTC-USD,17552.49
1.51E+12,GDAX,BTC-USD,17552.5
1.51E+12,GDAX,BTC-USD,17552
1.51E+12,GDAX,BTC-USD,17550
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17574.99
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17574.99
1.51E+12,GDAX,BTC-USD,17574.99
1.51E+12,GDAX,BTC-USD,17574.99
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17574.99
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17574.99
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17574.99
1.51E+12,GDAX,BTC-USD,17574.99
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17574.99
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17574.99
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17574.99
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17574.99
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17574.98
1.51E+12,GDAX,BTC-USD,17574.99
1.51E+12,GDAX,BTC-USD,17574.99
1.51E+12,GDAX,BTC-USD,17574.99
1.51E+12,GDAX,BTC-USD,17574.99
1.51E+12,GDAX,BTC-USD,17574.99
1.51E+12,GDAX,BTC-USD,17574.98
1.51E+12,GDAX,BTC-USD,17574.98
1.51E+12,GDAX,BTC-USD,17574.99
1.51E+12,GDAX,BTC-USD,17574.99
1.51E+12,GDAX,BTC-USD,17574.99
1.51E+12,GDAX,BTC-USD,17574.99
1.51E+12,GDAX,BTC-USD,17574.98
1.51E+12,GDAX,BTC-USD,17574.99
1.51E+12,GDAX,BTC-USD,17574
1.51E+12,GDAX,BTC-USD,17573.86
1.51E+12,GDAX,BTC-USD,17573.86
1.51E+12,GDAX,BTC-USD,17573.86
1.51E+12,GDAX,BTC-USD,17573.86
1.51E+12,GDAX,BTC-USD,17573.86
1.51E+12,GDAX,BTC-USD,17573.86
1.51E+12,GDAX,BTC-USD,17573.86
1.51E+12,GDAX,BTC-USD,17573.85
1.51E+12,GDAX,BTC-USD,17573.86
1.51E+12,GDAX,BTC-USD,17573.86
1.51E+12,GDAX,BTC-USD,17573.86
1.51E+12,GDAX,BTC-USD,17552.39
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.37
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.37
1.51E+12,GDAX,BTC-USD,17552.37
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.37
1.51E+12,GDAX,BTC-USD,17552.37
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17598
1.51E+12,GDAX,BTC-USD,17598.9
1.51E+12,GDAX,BTC-USD,17598.91
1.51E+12,GDAX,BTC-USD,17598.91
1.51E+12,GDAX,BTC-USD,17598.9
1.51E+12,GDAX,BTC-USD,17598.9
1.51E+12,GDAX,BTC-USD,17598.93
1.51E+12,GDAX,BTC-USD,17598.92
1.51E+12,GDAX,BTC-USD,17598.93
1.51E+12,GDAX,BTC-USD,17598.92
1.51E+12,GDAX,BTC-USD,17598.93
1.51E+12,GDAX,BTC-USD,17598.92
1.51E+12,GDAX,BTC-USD,17598.93
1.51E+12,GDAX,BTC-USD,17598.93
1.51E+12,GDAX,BTC-USD,17598.93
1.51E+12,GDAX,BTC-USD,17598.93
1.51E+12,GDAX,BTC-USD,17598.92
1.51E+12,GDAX,BTC-USD,17598.93
1.51E+12,GDAX,BTC-USD,17598.93
1.51E+12,GDAX,BTC-USD,17598.92
1.51E+12,GDAX,BTC-USD,17598.93
1.51E+12,GDAX,BTC-USD,17598.93
1.51E+12,GDAX,BTC-USD,17598.93
1.51E+12,GDAX,BTC-USD,17598.93
1.51E+12,GDAX,BTC-USD,17598.93
1.51E+12,GDAX,BTC-USD,17598.92
1.51E+12,GDAX,BTC-USD,17598.93
1.51E+12,GDAX,BTC-USD,17598.93
1.51E+12,GDAX,BTC-USD,17598.92
1.51E+12,GDAX,BTC-USD,17598.93
1.51E+12,GDAX,BTC-USD,17598.93
1.51E+12,GDAX,BTC-USD,17598.93
1.51E+12,GDAX,BTC-USD,17598.92
1.51E+12,GDAX,BTC-USD,17598.92
1.51E+12,GDAX,BTC-USD,17598.92
1.51E+12,GDAX,BTC-USD,17598.92
1.51E+12,GDAX,BTC-USD,17599.01
1.51E+12,GDAX,BTC-USD,17599
1.51E+12,GDAX,BTC-USD,17599
1.51E+12,GDAX,BTC-USD,17599
1.51E+12,GDAX,BTC-USD,17599
1.51E+12,GDAX,BTC-USD,17599.9
1.51E+12,GDAX,BTC-USD,17599.9
1.51E+12,GDAX,BTC-USD,17599.98
1.51E+12,GDAX,BTC-USD,17599.98
1.51E+12,GDAX,BTC-USD,17599.98
1.51E+12,GDAX,BTC-USD,17599.98
1.51E+12,GDAX,BTC-USD,17599.98
1.51E+12,GDAX,BTC-USD,17599.99
1.51E+12,GDAX,BTC-USD,17599.98
1.51E+12,GDAX,BTC-USD,17599.98
1.51E+12,GDAX,BTC-USD,17599.98
1.51E+12,GDAX,BTC-USD,17599.98
1.51E+12,GDAX,BTC-USD,17599.99
1.51E+12,GDAX,BTC-USD,17599.99
1.51E+12,GDAX,BTC-USD,17599.98
1.51E+12,GDAX,BTC-USD,17599.98
1.51E+12,GDAX,BTC-USD,17599.99
1.51E+12,GDAX,BTC-USD,17599.98
1.51E+12,GDAX,BTC-USD,17599.98
1.51E+12,GDAX,BTC-USD,17599.99
1.51E+12,GDAX,BTC-USD,17599.99
1.51E+12,GDAX,BTC-USD,17599.78
1.51E+12,GDAX,BTC-USD,17599.77
1.51E+12,GDAX,BTC-USD,17599.49
1.51E+12,GDAX,BTC-USD,17599.39
1.51E+12,GDAX,BTC-USD,17599.24
1.51E+12,GDAX,BTC-USD,17596.97
1.51E+12,GDAX,BTC-USD,17596.97
1.51E+12,GDAX,BTC-USD,17596.98
1.51E+12,GDAX,BTC-USD,17596.98
1.51E+12,GDAX,BTC-USD,17596.98
1.51E+12,GDAX,BTC-USD,17596.97
1.51E+12,GDAX,BTC-USD,17595.95
1.51E+12,GDAX,BTC-USD,17595.95
1.51E+12,GDAX,BTC-USD,17595.94
1.51E+12,GDAX,BTC-USD,17596.48
1.51E+12,GDAX,BTC-USD,17596.49
1.51E+12,GDAX,BTC-USD,17595
1.51E+12,GDAX,BTC-USD,17591.99
1.51E+12,GDAX,BTC-USD,17591.99
1.51E+12,GDAX,BTC-USD,17592
1.51E+12,GDAX,BTC-USD,17592
1.51E+12,GDAX,BTC-USD,17592
1.51E+12,GDAX,BTC-USD,17592
1.51E+12,GDAX,BTC-USD,17590
1.51E+12,GDAX,BTC-USD,17590
1.51E+12,GDAX,BTC-USD,17589.99
1.51E+12,GDAX,BTC-USD,17590
1.51E+12,GDAX,BTC-USD,17590
1.51E+12,GDAX,BTC-USD,17590
1.51E+12,GDAX,BTC-USD,17590
1.51E+12,GDAX,BTC-USD,17589.99
1.51E+12,GDAX,BTC-USD,17590
1.51E+12,GDAX,BTC-USD,17590
1.51E+12,GDAX,BTC-USD,17590
1.51E+12,GDAX,BTC-USD,17590
1.51E+12,GDAX,BTC-USD,17590
1.51E+12,GDAX,BTC-USD,17590
1.51E+12,GDAX,BTC-USD,17589.99
1.51E+12,GDAX,BTC-USD,17589.99
1.51E+12,GDAX,BTC-USD,17590
1.51E+12,GDAX,BTC-USD,17577
1.51E+12,GDAX,BTC-USD,17577
1.51E+12,GDAX,BTC-USD,17577
1.51E+12,GDAX,BTC-USD,17577
1.51E+12,GDAX,BTC-USD,17576.99
1.51E+12,GDAX,BTC-USD,17577
1.51E+12,GDAX,BTC-USD,17577
1.51E+12,GDAX,BTC-USD,17577
1.51E+12,GDAX,BTC-USD,17577
1.51E+12,GDAX,BTC-USD,17577
1.51E+12,GDAX,BTC-USD,17576.99
1.51E+12,GDAX,BTC-USD,17579.88
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17571.78
1.51E+12,GDAX,BTC-USD,17571.78
1.51E+12,GDAX,BTC-USD,17571.78
1.51E+12,GDAX,BTC-USD,17571.78
1.51E+12,GDAX,BTC-USD,17571.78
1.51E+12,GDAX,BTC-USD,17571.77
1.51E+12,GDAX,BTC-USD,17571.78
1.51E+12,GDAX,BTC-USD,17571.77
1.51E+12,GDAX,BTC-USD,17571.78
1.51E+12,GDAX,BTC-USD,17571.77
1.51E+12,GDAX,BTC-USD,17571.77
1.51E+12,GDAX,BTC-USD,17571.77
1.51E+12,GDAX,BTC-USD,17571.77
1.51E+12,GDAX,BTC-USD,17571.78
1.51E+12,GDAX,BTC-USD,17569.99
1.51E+12,GDAX,BTC-USD,17570
1.51E+12,GDAX,BTC-USD,17569.99
1.51E+12,GDAX,BTC-USD,17569.98
1.51E+12,GDAX,BTC-USD,17569.98
1.51E+12,GDAX,BTC-USD,17569.95
1.51E+12,GDAX,BTC-USD,17569.95
1.51E+12,GDAX,BTC-USD,17569.96
1.51E+12,GDAX,BTC-USD,17569.96
1.51E+12,GDAX,BTC-USD,17569.95
1.51E+12,GDAX,BTC-USD,17554.99
1.51E+12,GDAX,BTC-USD,17554.99
1.51E+12,GDAX,BTC-USD,17554.99
1.51E+12,GDAX,BTC-USD,17553.01
1.51E+12,GDAX,BTC-USD,17553
1.51E+12,GDAX,BTC-USD,17553
1.51E+12,GDAX,BTC-USD,17553
1.51E+12,GDAX,BTC-USD,17553
1.51E+12,GDAX,BTC-USD,17553.01
1.51E+12,GDAX,BTC-USD,17553
1.51E+12,GDAX,BTC-USD,17553
1.51E+12,GDAX,BTC-USD,17553
1.51E+12,GDAX,BTC-USD,17553
1.51E+12,GDAX,BTC-USD,17553
1.51E+12,GDAX,BTC-USD,17552.99
1.51E+12,GDAX,BTC-USD,17553
1.51E+12,GDAX,BTC-USD,17553
1.51E+12,GDAX,BTC-USD,17553
1.51E+12,GDAX,BTC-USD,17553
1.51E+12,GDAX,BTC-USD,17553
1.51E+12,GDAX,BTC-USD,17553
1.51E+12,GDAX,BTC-USD,17552.61
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.37
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.37
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.37
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.37
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.37
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.37
1.51E+12,GDAX,BTC-USD,17552.37
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.37
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.37
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.37
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.37
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.38
1.51E+12,GDAX,BTC-USD,17552.37
1.51E+12,GDAX,BTC-USD,17552.37
1.51E+12,GDAX,BTC-USD,17552.37
1.51E+12,GDAX,BTC-USD,17570
1.51E+12,GDAX,BTC-USD,17569.99
1.51E+12,GDAX,BTC-USD,17570
1.51E+12,GDAX,BTC-USD,17570
1.51E+12,GDAX,BTC-USD,17570.01
1.51E+12,GDAX,BTC-USD,17570
1.51E+12,GDAX,BTC-USD,17570
1.51E+12,GDAX,BTC-USD,17570
1.51E+12,GDAX,BTC-USD,17570.01
1.51E+12,GDAX,BTC-USD,17570
1.51E+12,GDAX,BTC-USD,17570.01
1.51E+12,GDAX,BTC-USD,17570
1.51E+12,GDAX,BTC-USD,17571.42
1.51E+12,GDAX,BTC-USD,17571.47
1.51E+12,GDAX,BTC-USD,17571.48
1.51E+12,GDAX,BTC-USD,17571.48
1.51E+12,GDAX,BTC-USD,17571.48
1.51E+12,GDAX,BTC-USD,17571.47
1.51E+12,GDAX,BTC-USD,17571.48
1.51E+12,GDAX,BTC-USD,17571.48
1.51E+12,GDAX,BTC-USD,17571.47
1.51E+12,GDAX,BTC-USD,17571.47
1.51E+12,GDAX,BTC-USD,17571.47
1.51E+12,GDAX,BTC-USD,17577.8
1.51E+12,GDAX,BTC-USD,17591.46
1.51E+12,GDAX,BTC-USD,17591.5
1.51E+12,GDAX,BTC-USD,17591.5
1.51E+12,GDAX,BTC-USD,17591.49
1.51E+12,GDAX,BTC-USD,17591.5
1.51E+12,GDAX,BTC-USD,17591.5
1.51E+12,GDAX,BTC-USD,17577.84
1.51E+12,GDAX,BTC-USD,17577.84
1.51E+12,GDAX,BTC-USD,17577.84
1.51E+12,GDAX,BTC-USD,17575
1.51E+12,GDAX,BTC-USD,17570
1.51E+12,GDAX,BTC-USD,17569.95
1.51E+12,GDAX,BTC-USD,17544.63
1.51E+12,GDAX,BTC-USD,17543
1.51E+12,GDAX,BTC-USD,17543
1.51E+12,GDAX,BTC-USD,17559.99
1.51E+12,GDAX,BTC-USD,17559.99
1.51E+12,GDAX,BTC-USD,17578.46
1.51E+12,GDAX,BTC-USD,17604.54
1.51E+12,GDAX,BTC-USD,17607.68
1.51E+12,GDAX,BTC-USD,17613.26
1.51E+12,GDAX,BTC-USD,17613.26
1.51E+12,GDAX,BTC-USD,17620.65
1.51E+12,GDAX,BTC-USD,17578.33
1.51E+12,GDAX,BTC-USD,17570
1.51E+12,GDAX,BTC-USD,17556.07
1.51E+12,GDAX,BTC-USD,17543
1.51E+12,GDAX,BTC-USD,17542.99
1.51E+12,GDAX,BTC-USD,17542.99
1.51E+12,GDAX,BTC-USD,17542.99
1.51E+12,GDAX,BTC-USD,17540
1.51E+12,GDAX,BTC-USD,17539.99
1.51E+12,GDAX,BTC-USD,17540
1.51E+12,GDAX,BTC-USD,17540
1.51E+12,GDAX,BTC-USD,17535
1.51E+12,GDAX,BTC-USD,17534.71
1.51E+12,GDAX,BTC-USD,17533.49
1.51E+12,GDAX,BTC-USD,17533.36
1.51E+12,GDAX,BTC-USD,17533.36
1.51E+12,GDAX,BTC-USD,17533.35
1.51E+12,GDAX,BTC-USD,17533.36
1.51E+12,GDAX,BTC-USD,17533.36
1.51E+12,GDAX,BTC-USD,17533.35
1.51E+12,GDAX,BTC-USD,17533.36
1.51E+12,GDAX,BTC-USD,17533.36
1.51E+12,GDAX,BTC-USD,17533.36
1.51E+12,GDAX,BTC-USD,17533.36
1.51E+12,GDAX,BTC-USD,17533.36
1.51E+12,GDAX,BTC-USD,17533.35
1.51E+12,GDAX,BTC-USD,17533.35
1.51E+12,GDAX,BTC-USD,17533.35
1.51E+12,GDAX,BTC-USD,17533.35
1.51E+12,GDAX,BTC-USD,17533.36
1.51E+12,GDAX,BTC-USD,17533.35
1.51E+12,GDAX,BTC-USD,17534
1.51E+12,GDAX,BTC-USD,17534
1.51E+12,GDAX,BTC-USD,17534
1.51E+12,GDAX,BTC-USD,17534
1.51E+12,GDAX,BTC-USD,17534
1.51E+12,GDAX,BTC-USD,17534.51
1.51E+12,GDAX,BTC-USD,17534.51
1.51E+12,GDAX,BTC-USD,17534.59
1.51E+12,GDAX,BTC-USD,17534.7
1.51E+12,GDAX,BTC-USD,17534.7
1.51E+12,GDAX,BTC-USD,17534.74
1.51E+12,GDAX,BTC-USD,17534.73
1.51E+12,GDAX,BTC-USD,17541.73
1.51E+12,GDAX,BTC-USD,17534.6
1.51E+12,GDAX,BTC-USD,17534.6
1.51E+12,GDAX,BTC-USD,17534.6
1.51E+12,GDAX,BTC-USD,17528.38
1.51E+12,GDAX,BTC-USD,17510
1.51E+12,GDAX,BTC-USD,17509.99
1.51E+12,GDAX,BTC-USD,17500.1
1.51E+12,GDAX,BTC-USD,17500
1.51E+12,GDAX,BTC-USD,17500
1.51E+12,GDAX,BTC-USD,17499.99
1.51E+12,GDAX,BTC-USD,17500
1.51E+12,GDAX,BTC-USD,17499.99
1.51E+12,GDAX,BTC-USD,17499.99
1.51E+12,GDAX,BTC-USD,17500
1.51E+12,GDAX,BTC-USD,17499.99
1.51E+12,GDAX,BTC-USD,17500
1.51E+12,GDAX,BTC-USD,17499.99
1.51E+12,GDAX,BTC-USD,17499.99
1.51E+12,GDAX,BTC-USD,17500
1.51E+12,GDAX,BTC-USD,17500
1.51E+12,GDAX,BTC-USD,17500
1.51E+12,GDAX,BTC-USD,17499.99
1.51E+12,GDAX,BTC-USD,17500
1.51E+12,GDAX,BTC-USD,17500
1.51E+12,GDAX,BTC-USD,17496.27
1.51E+12,GDAX,BTC-USD,17500
1.51E+12,GDAX,BTC-USD,17497.95
1.51E+12,GDAX,BTC-USD,17489.65
1.51E+12,GDAX,BTC-USD,17489.64
1.51E+12,GDAX,BTC-USD,17481.13
1.51E+12,GDAX,BTC-USD,17441
1.51E+12,GDAX,BTC-USD,17441
1.51E+12,GDAX,BTC-USD,17440.78
1.51E+12,GDAX,BTC-USD,17440.78
1.51E+12,GDAX,BTC-USD,17440.78
1.51E+12,GDAX,BTC-USD,17440.78
1.51E+12,GDAX,BTC-USD,17440.1
1.51E+12,GDAX,BTC-USD,17440.02
1.51E+12,GDAX,BTC-USD,17440.01
1.51E+12,GDAX,BTC-USD,17440
1.51E+12,GDAX,BTC-USD,17440.01
1.51E+12,GDAX,BTC-USD,17440
1.51E+12,GDAX,BTC-USD,17440
1.51E+12,GDAX,BTC-USD,17440.01
1.51E+12,GDAX,BTC-USD,17440
1.51E+12,GDAX,BTC-USD,17440
1.51E+12,GDAX,BTC-USD,17440.01
1.51E+12,GDAX,BTC-USD,17440.01
1.51E+12,GDAX,BTC-USD,17440
1.51E+12,GDAX,BTC-USD,17440
1.51E+12,GDAX,BTC-USD,17440.01
1.51E+12,GDAX,BTC-USD,17440.01
1.51E+12,GDAX,BTC-USD,17440.01
1.51E+12,GDAX,BTC-USD,17440.01
1.51E+12,GDAX,BTC-USD,17440.01
1.51E+12,GDAX,BTC-USD,17440.78
1.51E+12,GDAX,BTC-USD,17440.77
1.51E+12,GDAX,BTC-USD,17440.77
1.51E+12,GDAX,BTC-USD,17440.77
1.51E+12,GDAX,BTC-USD,17440.77
1.51E+12,GDAX,BTC-USD,17440.6
1.51E+12,GDAX,BTC-USD,17440.78
1.51E+12,GDAX,BTC-USD,17444.02
1.51E+12,GDAX,BTC-USD,17420.01
1.51E+12,GDAX,BTC-USD,17445
1.51E+12,GDAX,BTC-USD,17445
1.51E+12,GDAX,BTC-USD,17444.99
1.51E+12,GDAX,BTC-USD,17444.99
1.51E+12,GDAX,BTC-USD,17445
1.51E+12,GDAX,BTC-USD,17444.99
1.51E+12,GDAX,BTC-USD,17444.99
1.51E+12,GDAX,BTC-USD,17445
1.51E+12,GDAX,BTC-USD,17444.99
1.51E+12,GDAX,BTC-USD,17430.33
1.51E+12,GDAX,BTC-USD,17422.99
1.51E+12,GDAX,BTC-USD,17419.34
1.51E+12,GDAX,BTC-USD,17419.01
1.51E+12,GDAX,BTC-USD,17419.01
1.51E+12,GDAX,BTC-USD,17419.01
1.51E+12,GDAX,BTC-USD,17419.02
1.51E+12,GDAX,BTC-USD,17423.05
1.51E+12,GDAX,BTC-USD,17435
1.51E+12,GDAX,BTC-USD,17444.02
1.51E+12,GDAX,BTC-USD,17445
1.51E+12,GDAX,BTC-USD,17445.12
1.51E+12,GDAX,BTC-USD,17445.2
1.51E+12,GDAX,BTC-USD,17445.29
1.51E+12,GDAX,BTC-USD,17445.2
1.51E+12,GDAX,BTC-USD,17445.19
1.51E+12,GDAX,BTC-USD,17445.2
1.51E+12,GDAX,BTC-USD,17451.01
1.51E+12,GDAX,BTC-USD,17501
1.51E+12,GDAX,BTC-USD,17520.01
1.51E+12,GDAX,BTC-USD,17520.01
1.51E+12,GDAX,BTC-USD,17520.01
1.51E+12,GDAX,BTC-USD,17520.01
1.51E+12,GDAX,BTC-USD,17520.02
1.51E+12,GDAX,BTC-USD,17520.02
1.51E+12,GDAX,BTC-USD,17520.02
1.51E+12,GDAX,BTC-USD,17553.99
1.51E+12,GDAX,BTC-USD,17553.99
1.51E+12,GDAX,BTC-USD,17554
1.51E+12,GDAX,BTC-USD,17553.99
1.51E+12,GDAX,BTC-USD,17554
1.51E+12,GDAX,BTC-USD,17554
1.51E+12,GDAX,BTC-USD,17554
1.51E+12,GDAX,BTC-USD,17554
1.51E+12,GDAX,BTC-USD,17554
1.51E+12,GDAX,BTC-USD,17553.99
1.51E+12,GDAX,BTC-USD,17554
1.51E+12,GDAX,BTC-USD,17554
1.51E+12,GDAX,BTC-USD,17554
1.51E+12,GDAX,BTC-USD,17554
1.51E+12,GDAX,BTC-USD,17554
1.51E+12,GDAX,BTC-USD,17554
1.51E+12,GDAX,BTC-USD,17553.99
1.51E+12,GDAX,BTC-USD,17553.99
1.51E+12,GDAX,BTC-USD,17553.99
1.51E+12,GDAX,BTC-USD,17554
1.51E+12,GDAX,BTC-USD,17554
1.51E+12,GDAX,BTC-USD,17554
1.51E+12,GDAX,BTC-USD,17553.99
1.51E+12,GDAX,BTC-USD,17553.99
1.51E+12,GDAX,BTC-USD,17554
1.51E+12,GDAX,BTC-USD,17554
1.51E+12,GDAX,BTC-USD,17554
1.51E+12,GDAX,BTC-USD,17553.99
1.51E+12,GDAX,BTC-USD,17553.99
1.51E+12,GDAX,BTC-USD,17554
1.51E+12,GDAX,BTC-USD,17554
1.51E+12,GDAX,BTC-USD,17553
1.51E+12,GDAX,BTC-USD,17553
1.51E+12,GDAX,BTC-USD,17553.01
1.51E+12,GDAX,BTC-USD,17553.01
1.51E+12,GDAX,BTC-USD,17559.9
1.51E+12,GDAX,BTC-USD,17559.9
1.51E+12,GDAX,BTC-USD,17563.91
1.51E+12,GDAX,BTC-USD,17600
1.51E+12,GDAX,BTC-USD,17603.5
1.51E+12,GDAX,BTC-USD,17606.9
1.51E+12,GDAX,BTC-USD,17606.98
1.51E+12,GDAX,BTC-USD,17606.99
1.51E+12,GDAX,BTC-USD,17606.99
1.51E+12,GDAX,BTC-USD,17606.98
1.51E+12,GDAX,BTC-USD,17606.99
1.51E+12,GDAX,BTC-USD,17606.99
1.51E+12,GDAX,BTC-USD,17606.99
1.51E+12,GDAX,BTC-USD,17606.99
1.51E+12,GDAX,BTC-USD,17606.99
1.51E+12,GDAX,BTC-USD,17606.99
1.51E+12,GDAX,BTC-USD,17606
1.51E+12,GDAX,BTC-USD,17605.99
1.51E+12,GDAX,BTC-USD,17604.99
1.51E+12,GDAX,BTC-USD,17604.99
1.51E+12,GDAX,BTC-USD,17605
1.51E+12,GDAX,BTC-USD,17604.19
1.51E+12,GDAX,BTC-USD,17605
1.51E+12,GDAX,BTC-USD,17603
1.51E+12,GDAX,BTC-USD,17602
1.51E+12,GDAX,BTC-USD,17602
1.51E+12,GDAX,BTC-USD,17602
1.51E+12,GDAX,BTC-USD,17602
1.51E+12,GDAX,BTC-USD,17602
1.51E+12,GDAX,BTC-USD,17601.94
1.51E+12,GDAX,BTC-USD,17601.95
1.51E+12,GDAX,BTC-USD,17601.95
